ID,type,text
15285,personalNouns,ripper
8826,pairs,ripplet | triplet
19346,word_clues,rips: tears | shreds | pulls apart
26623,compounds,ripsaw | rip | saw
5148,commonWords,rise
534197,irregular_verbs,"rise, rose, risen"
19347,word_clues,rise: increase | get up | escalate | swell | get out of bed | ascend
15286,personalNouns,riser
20776,word_clues,rises: increases | gets up | escalates | swells | gets out of bed | ascends
7231,commonWords,rising
795,infinitive_verbs,risk
3321,commonWords,risk
8181,general_verbs,risk | risked
19348,word_clues,risk: chance | danger | hazard | gamble
6231,commonWords,risks
20777,word_clues,risks: chances | dangers | hazards | gambles
24539,adjs,risque
22544,word_clues,ritual: rite | ceremony | tradition | convention | sacramental
15287,personalNouns,ritualist
20778,word_clues,rival: competitor | opponent | challenger | contender | adversary
22545,word_clues,rivals: competitors | opponents | challengers | contenders | adversaries
3472,commonWords,river
15288,personalNouns,river
20779,word_clues,river: inland waterway | natural boundary | flowing body of water
26624,compounds,riverbank | river | bank
26625,compounds,riverbed | river | bed
22546,word_clues,rivers: flowing waters | watercourses | waterways | large streams | freshwater bodies
26626,compounds,riverside | river | side
20780,word_clues,rivet: fix firmly | small fastener | hold spellbound | metal fastener
15289,personalNouns,riveter
22547,word_clues,rivets: fixes firmly | small fasteners | holds spellbound | metal fasteners
7170,commonWords,rm
20781,word_clues,roach: household pest | insecticide target | urban invader
3035,commonWords,road
19349,word_clues,road: course | highway | street | lane | path
26627,compounds,roadbed | road | bed
1775,nouns,roadblock
26628,compounds,roadrunner | road | runner
6978,commonWords,roads
20782,word_clues,roads: courses | byways | highways | paths | streets
26629,compounds,roadside | road | side
15290,personalNouns,roadster
26630,compounds,roadway | road | way
15291,personalNouns,roamer
19350,word_clues,roar: engine sound | surf sound | lion sound | laugh heartily
15292,personalNouns,roarer
7618,ergative_verbs,roast
20783,word_clues,roast: cut of beef | swelter | one way to cook | cook in the oven
15293,personalNouns,roaster
796,infinitive_verbs,rob
6603,commonWords,rob
8182,general_verbs,rob | robbed
1776,nouns,robber
15294,personalNouns,robber
3561,commonWords,robert
7370,commonWords,roberts
20784,word_clues,robin: small songbird | sign of spring | early bird
20785,word_clues,robot: automaton | mechanical man | electronic factory worker | emotionless person
22548,word_clues,robots: automatons | artificial assembly-line workers | mechanical beings | androids
19351,word_clues,robs: swindles | holds up | plunders | steals from
24540,adjs,robust
797,infinitive_verbs,rock
3281,commonWords,rock
7619,ergative_verbs,rock
8183,general_verbs,rock | rocked
19352,word_clues,rock: sway back and forth | stone | shake | vibrate | pebble | boulder
15295,personalNouns,rocker
26631,compounds,rockfish | rock | fish
26632,compounds,rockhound | rock | hound
1777,nouns,rocks
20786,word_clues,rocks: sways back and forth | stones | shakes | vibrates | pebbles | boulders
26633,compounds,rockslide | rock | slide
20787,word_clues,rocky: uncertain | not smooth | tumultuous | up and down
6933,commonWords,roger
27907,interjections,roger
27908,interjections,roger that
15296,personalNouns,rogue
3538,commonWords,role
798,infinitive_verbs,roll
5040,commonWords,roll
7620,ergative_verbs,roll
8184,general_verbs,roll | rolled
15297,personalNouns,roller
6982,commonWords,rolling
5320,commonWords,rom
6523,commonWords,roman
6126,commonWords,romance
15298,personalNouns,romancer
15299,personalNouns,romanist
15300,personalNouns,romanticist
6005,commonWords,rome
19353,word_clues,romp: frolic | easy win | cakewalk
6892,commonWords,ron
7058,commonWords,roof
19354,word_clues,roof: mouth part | house top | upper bound
15301,personalNouns,roofer
22549,word_clues,roofer: housetop laborer | construction-crew member | shingle replacer | leak fixer
19355,word_clues,rook: chess piece | corner piece | castle
22550,word_clues,rookie: novice | greenhorn | tenderfoot | first timer | new player
2878,commonWords,room
19356,word_clues,room: space | home division | capacity
24541,adjs,roomful
26634,compounds,roommate | room | mate
3680,commonWords,rooms
20788,word_clues,rooms: lodges | quarters | hotel accommodations | motel units
20789,word_clues,roost: farm structure | perch | resting place | henhouse perch | pigeon perch
4400,commonWords,root
19357,word_clues,root: source | plant's bottom | origin
15302,personalNouns,rooter
20790,word_clues,roots: origins | ancestry | genealogy | plant parts | underground parts
26635,compounds,rootstock | roots | tock
19358,word_clues,rope: lasso | hemp cord | lariat
15303,personalNouns,ropedancer
15304,personalNouns,roper
20791,word_clues,ropes: boxing ring borders | lassos | lariats | cords
22551,word_clues,rosary: prayer beads | beads worn by a nun | beads at a mass
4520,commonWords,rose
19359,word_clues,rose: got up | stood up | ascended | flower | sweet-smelling flower
26636,compounds,rosebud | rose | bud
7362,commonWords,roses
20792,word_clues,roses: valentine dozen | bouquet flowers | thorny bunch | fragrant gift
26637,compounds,rosewood | rose | wood
20793,word_clues,rosin: pine tree sap | violin bow coating | anti-slip agent | sticky sap
7156,commonWords,ross
22552,word_clues,roster: membership list | list of players | personnel list | scorecard lineup | lineup | players on the team
799,infinitive_verbs,rot
8185,general_verbs,rot | rotted
22553,word_clues,rotary: roundabout | community service club | old phone dial | traffic circle
7621,ergative_verbs,rotate
22554,word_clues,rotate: go around | spin | take turns | go round and round | turn around
24542,adjs,rotating
20794,word_clues,rotor: engine part | helicopter lift generator | helicopter blade | spinning machine part
19360,word_clues,rots: goes bad | spoils | deteriorates | breaks down
22555,word_clues,rotund: portly | plump | round
20795,word_clues,rouge: compact item | makeup type | blush | red
8979,rhymelees_words,rouged
20796,word_clues,rough: difficult | unpolished | unrefined | harsh to the touch
26638,compounds,roughhew | rough | hew
26639,compounds,roughhouse | rough | house
8590,adverbs,roughly
26640,compounds,roughneck | rough | neck
15305,personalNouns,roughrider
26641,compounds,roughshod | rough | shod
3754,commonWords,round
20797,word_clues,round: spherical | ammo unit | boxing match segment | like a ball
26642,compounds,roundabout | round | about
15306,personalNouns,rounder
26643,compounds,roundup | round | up
7622,ergative_verbs,rouse
24543,adjs,roused
15307,personalNouns,rouser
4977,commonWords,route
20798,word_clues,route: way to go | trail | course | way | path
6278,commonWords,router
22556,word_clues,router: woodworking tool | carpentry tool | woodshop tool | networking device | wireless gadget
15308,personalNouns,rover
20799,word_clues,rover: wanderer | vagabond | exploring robot
5136,commonWords,row
26644,compounds,rowboat | row | boat
24823,states_of_drunkenness,rowdy
20800,word_clues,rowdy: rambunctious | boisterous | disorderly
15309,personalNouns,rower
19361,word_clues,rows: seating sections | sculls | uses oars
4253,commonWords,royal
20801,word_clues,royal: of kings and queens | palace occupant | some rulers
15310,personalNouns,royalist
22557,word_clues,royals: kings and queens | palace occupants | some rulers
5273,commonWords,rs
3096,commonWords,rss
7302,commonWords,rt
800,infinitive_verbs,rub
8186,general_verbs,rub | rubbed
6481,commonWords,rubber
15311,personalNouns,rubber
24544,adjs,rubber
22558,word_clues,rubber: latex substance | common shoe material | eraser material
26645,compounds,rubberband | rubber | band
1778,nouns,rubbing
22559,word_clues,rubble: debris | demolition remains | disaster remains
26646,compounds,rubdown | rub | down
19362,word_clues,rubs: massages | chafes | polishes | abrades | burnishes | applies lotion
19363,word_clues,ruby: deep red | july birthstone | red gem
22560,word_clues,rudder: underwater steerer | steering device | steering aid
19364,word_clues,rude: brusque | unrefined | impertinent | impolite | insolent
8591,adverbs,rudely
22561,word_clues,rudely: discourteously | impolitely | roughly done
20802,word_clues,rugby: sport similar to football | scrum sport | team sport
19365,word_clues,rugs: commonly underfoot | floor coverings | hairpieces
801,infinitive_verbs,ruin
8187,general_verbs,ruin | ruined
19366,word_clues,ruin: spoil | destroy | botch | wreck
15312,personalNouns,ruiner
20803,word_clues,ruins: archaeological site | wrecks | tourist draw | wreckage | destroys
802,infinitive_verbs,rule
3864,commonWords,rule
8188,general_verbs,rule | ruled
19367,word_clues,rule: decree | principle | regulation | law
335,strong_words,ruler
15313,personalNouns,ruler
20804,word_clues,ruler: one in charge | measuring stick | straight edge
3264,commonWords,rules
20805,word_clues,rules: contest specifications | regulations | laws
15314,personalNouns,ruling
20806,word_clues,rumba: ballroom dance | cuban dance | latin dance
27909,interjections,rumble
22562,word_clues,"rumble: thunder sound | gang brawl | deep, resonant sound"
15315,personalNouns,ruminator
20807,word_clues,rumor: buzz | gossip | unconfirmed story
22563,word_clues,rumors: tabloid fodder | buzz | unconfirmed reports | water cooler morsels | units of gossip
19368,word_clues,rump: backside | rear | behind | beef cut | bottom | rear end
26647,compounds,rumrunner | rum | runner
3117,commonWords,run
7623,ergative_verbs,run
534198,irregular_verbs,"run, ran, run"
24545,adjs,run-down
26648,compounds,runabout | run | about
26649,compounds,runaway | run | away
19369,word_clues,rune: mystical letter | mysterious character | ancient alphabetic character | old character
19370,word_clues,rung: hierarchy level | step on a ladder | spoke | crosspiece | tier
15316,personalNouns,runner
22564,word_clues,runner: kind of carpet | track athlete | narrow rug | marathon participant
3548,commonWords,running
24546,adjs,running
1779,nouns,runoff
26650,compounds,runoff | run | off
22565,word_clues,runoff: post-election election | election tiebreaker | extra rainwater
5437,commonWords,runs
19371,word_clues,runs: manages | flows | sprints
15317,personalNouns,runt
19372,word_clues,runt: pipsqueak | peewee | smallest one
24547,adjs,runtime
26651,compounds,runway | run | way
22566,word_clues,runway: air strip | landing place for planes | catwalk | model's workplace
7624,ergative_verbs,rupture
287,strong_words,rural
5006,commonWords,rural
20808,word_clues,rural: country | rustic | pastoral
15318,personalNouns,ruralist
19373,word_clues,ruse: con | trick | deception | ploy | scheme | gambit
803,infinitive_verbs,rush
7085,commonWords,rush
7625,ergative_verbs,rush
8189,general_verbs,rush | rushed
19374,word_clues,rush: charge | hurry | thrill | go quickly
15319,personalNouns,rusher
22567,word_clues,rushes: goes quickly | hurries | checks out a fraternity | checks out a sorority
6893,commonWords,russell
4776,commonWords,russia
4256,commonWords,russian
19375,word_clues,rust: reddish brown | deteriorate | iron oxide
22568,word_clues,rustic: hick | country | pastoral | backwoodsy | countryish | rural
7626,ergative_verbs,rustle
22569,word_clues,rustle: steal cattle | soft sound | steal livestock | flutter softly | sound of leaves | sound of sheets
15320,personalNouns,rustler
24548,adjs,rustling
20809,word_clues,rusty: out of practice | like much junkyard metal | oxidized
8827,pairs,ruttish | sluttish
4878,commonWords,rw
6372,commonWords,ryan
2535,commonWords,s
4640,commonWords,sa
20810,word_clues,saber: cavalry weapon | kind of sword | curved sword | civil war sword
804,infinitive_verbs,sack
8190,general_verbs,sack | sacked
19376,word_clues,sack: burlap bag | plunder | pillage | potato holder
26652,compounds,sackcloth | sack | cloth
20811,word_clues,sacks: burlap bags | plunders | pillages | potato holders
6890,commonWords,sacramento
15321,personalNouns,sacrificer
7627,ergative_verbs,sadden
26653,compounds,saddlebow | saddle | bow
15322,personalNouns,saddler
8592,adverbs,sadly
5825,commonWords,safari
3731,commonWords,safe
26654,compounds,safeguard | safe | guard
26655,compounds,safekeeping | safe | keeping
8593,adverbs,safely
20812,word_clues,safer: involving less risk | more reliable | more secure | less risky
24549,adjs,safest
22570,word_clues,safest: least risky | most secure | least threatening | most dependable | least dangerous
3159,commonWords,safety
26656,compounds,sagebrush | sage | brush
2631,commonWords,said
19377,word_clues,said: spoken | uttered | put into words
805,infinitive_verbs,sail
7628,ergative_verbs,sail
8191,general_verbs,sail | sailed
19378,word_clues,sail: leave port | marina sight | head to sea | wind catcher
26657,compounds,sailboat | sail | boat
26658,compounds,sailfish | sail | fish
15323,personalNouns,sailing
15324,personalNouns,sailmaker
15325,personalNouns,sailor
20813,word_clues,sails: leaves port | marina sights | heads to sea | wind catchers
4519,commonWords,saint
15326,personalNouns,saint
20814,word_clues,saint: angel | canonized one | model of virtue | very good person
20815,word_clues,salad: light lunch | menu option | early course | green course | leafy dish
22571,word_clues,salads: light lunches | menu section | early courses | green courses | leafy dishes
5982,commonWords,salary
2870,commonWords,sale
19379,word_clues,sale: business concern | discount event | transaction
2890,commonWords,sales
20816,word_clues,sales: business concern | discount events | business statistic | transactions
26659,compounds,salesclerk | sales | clerk
15327,personalNouns,salesman
26660,compounds,salesman | sales | man
15328,personalNouns,saleswoman
26661,compounds,saleswoman | sales | woman
24550,adjs,salient
22572,word_clues,saline: briny | like the sea | solution for dry eyes | like the ocean | like tears | intravenous solution | salt solution
22573,word_clues,saliva: drivel | digestion aid | mouth moistener | slobber | spit | drool
20817,word_clues,salon: beauty parlor | hair stylist's shop | where perms happen
1780,nouns,saloon
22574,word_clues,saloon: tavern | watering hole | wild west bar | western watering hole | swinging doors site
20818,word_clues,salsa: ballroom dance | hot stuff | spicy dip | chip topping | latin dance
5492,commonWords,salt
19380,word_clues,salt: seasoning | pretzel topping | ocean contents
26662,compounds,saltcellar | salt | cellar
15329,personalNouns,salter
20819,word_clues,salts: sea dogs | french fry seasonings | some minerals
26663,compounds,saltshaker | salt | shaker
26664,compounds,saltwater | salt | water
20820,word_clues,salty: coarse | like the ocean | like bar snacks | like pretzels
22575,word_clues,salute: pay tribute to | respectful gesture | military greeting | homage
15330,personalNouns,saluter
1781,nouns,salvation
20821,word_clues,salve: comfort | soothing application | burn soother | relieve | burn balm
15331,personalNouns,salver
20822,word_clues,salvo: blast | barrage | artillery burst
15332,personalNouns,salvor
5831,commonWords,sam
15333,personalNouns,samaritan
20823,word_clues,samba: ballroom dance | latin dance | brazilian dance
2734,commonWords,same
3610,commonWords,sample
15334,personalNouns,sampler
5131,commonWords,samples
4554,commonWords,samsung
2958,commonWords,san
8980,rhymelees_words,sanction
24551,adjs,sanctioned
6723,commonWords,sand
19381,word_clues,sand: hourglass filler | grit | beach surface
22576,word_clues,sandal: flip-flop | beach footwear | summer shoe | beach shoe | summer footwear
26665,compounds,sandalwood | sandal | wood
26666,compounds,sandbag | sand | bag
26667,compounds,sandbar | sand | bar
26668,compounds,sandblast | sand | blast
26669,compounds,sandbox | sand | box
26670,compounds,sandcastle | sand | castle
22577,word_clues,sander: carpentry tool | shop tool | smoothing tool | workshop machine
26671,compounds,sandhog | sand | hog
26672,compounds,sandlot | sand | lot
26673,compounds,sandman | sand | man
26674,compounds,sandpaper | sand | paper
26675,compounds,sandpiper | sand | piper
20824,word_clues,sands: smooths wood | hourglass contents | beach features
26676,compounds,sandstone | sand | stone
26677,compounds,sandstorm | sand | storm
8981,rhymelees_words,sandwich
22578,word_clues,sanely: with a level head | in a rational way | in a rational fashion | how the rational behave
19382,word_clues,sang: crooned | joined the chorus | carried a tune
22579,word_clues,sanity: balance | reason | soundness of mind | mental health
19383,word_clues,sank: went under | went down | dropped | plummeted | submerged
4489,commonWords,santa
290,strong_words,santorum
15335,personalNouns,sapper
20825,word_clues,sappy: foolish | overly sentimental | tear-jerking
26678,compounds,sapsucker | sap | sucker
5969,commonWords,sarah
1782,nouns,sarcasm
15336,personalNouns,saree
19384,word_clues,sash: wide belt | pageant accessory | cloth belt
22580,word_clues,sashay: swagger | mosey | amble | glide | walk nonchalantly | walk casually | move down the runway | walk with style
20826,word_clues,sassy: fresh | smart-alecky | impudent | smart-mouthed | impertinent | flippant
3579,commonWords,sat
15337,personalNouns,satanist
20827,word_clues,satay: asian appetizer | thai appetizer | skewered meal with peanut sauce
19385,word_clues,sate: stuff | gorge | overfill | glut | fill completely | appease
4375,commonWords,satellite
15338,personalNouns,satellite
20828,word_clues,satin: glossy fabric | lustrous fabric | fine fabric | luxurious fabric | gown material | sleek fabric
22581,word_clues,satire: parody | lampoon | spoof | sarcastic literature
15339,personalNouns,satirist
6174,commonWords,satisfaction
7116,commonWords,satisfied
15340,personalNouns,satisfier
806,infinitive_verbs,satisfy
8192,general_verbs,satisfy | satisfied
3614,commonWords,saturday
20829,word_clues,satyr: goat legged deity | lascivious man/goat | mythical being | mythical flutist
20830,word_clues,sauce: buffalo wing coating | pizza topping | spaghetti topping
26679,compounds,saucepan | sauce | pan
1783,nouns,saucer
22582,word_clues,saucer: cup holder | it's under a cup | cup support | dish under a teacup
20831,word_clues,saucy: fresh | impudent | smart-mouthed | forward | flippant | impertinent | pert | insolent | brazen | a bit brazen
15341,personalNouns,saunterer
24552,adjs,saute
22583,word_clues,savage: brute | barbarian | untamed | barbaric | brutal | uncivilized | wild one
15342,personalNouns,savant
22584,word_clues,savant: wise one | virtuoso | sage | brilliant one
807,infinitive_verbs,save
2845,commonWords,save
27554,prepositions,save
8193,general_verbs,save | saved
6181,commonWords,saved
24553,adjs,saved
15343,personalNouns,saver
5989,commonWords,saving
4873,commonWords,savings
1784,nouns,savior
15344,personalNouns,savior
22585,word_clues,savior: hero | knight in shining armor | messiah | rescuer
20832,word_clues,savor: relish | taste | really enjoy | enjoy slowly
22586,word_clues,savory: mouth-watering | piquant | tasty | delicious | yummy | appetizing
15345,personalNouns,savoyard
20833,word_clues,savvy: common sense | shrewdness | street smarts
808,infinitive_verbs,saw
4139,commonWords,saw
8194,general_verbs,saw | sawed
26680,compounds,sawbuck | saw | buck
26681,compounds,sawdust | saw | dust
26682,compounds,sawhorse | saw | horse
26683,compounds,sawmill | saw | mill
19386,word_clues,saws: cuts | wood-cutting tools | toothed tools
15346,personalNouns,sawyer
15347,personalNouns,saxon
2941,commonWords,say
27910,interjections,say
4625,commonWords,saying
3214,commonWords,says
7406,commonWords,sb
4462,commonWords,sc
15348,personalNouns,scab
19387,word_clues,scab: sign of healing | picket line crosser | protective crust
22587,word_clues,scalar: having magnitude but no direction | non-vector | multiplier
20834,word_clues,scald: burn | boil | burn with hot water
4222,commonWords,scale
20835,word_clues,scale: climb | map feature | fish covering | weighing device | deli device
15349,personalNouns,scaler
20836,word_clues,scalp: head covering | resell illegally | where hair roots grow | grim wild west trophy
15350,personalNouns,scalper
19388,word_clues,scam: con | swindle | trick | fraud
22588,word_clues,scampi: seafood entree | shrimp dish | garlicky dish | seafood dish
20837,word_clues,scams: swindles | hustles | cons | frauds
6401,commonWords,scan
19389,word_clues,scan: check out | size up | look over | read quickly
24554,adjs,scandalized
20838,word_clues,scans: surveys | reads a bar code | gives the once-over | reads quickly
20839,word_clues,scant: hard to find | very little | meager | few and far between | hardly any | minimal | barely sufficient
26684,compounds,scapegoat | scape | goat
15351,personalNouns,scapegrace
19390,word_clues,scar: lasting impression | lasting mark | blemish | surgery souvenir | mark for life
22589,word_clues,scarab: egyptian beetle | ancient religious symbol | sacred beetle | old egyptian charm
8982,rhymelees_words,scarce
8594,adverbs,scarcely
1785,nouns,scarcity
809,infinitive_verbs,scare
8195,general_verbs,scare | scared
20840,word_clues,scare: frighten | alarm | startle | spook
26685,compounds,scarecrow | scare | crow
20841,word_clues,scarf: neck warmer | muffler | winter neckwear | knitted accessory
8595,adverbs,scarily
24555,adjs,scarlet
20842,word_clues,scars: lasting impressions | lasting marks | blemishes | surgery souvenirs | old skin wounds
22590,word_clues,scathe: sully | scorch | criticize harshly | critique harshly | verbally attack
810,infinitive_verbs,scatter
7629,ergative_verbs,scatter
8196,general_verbs,scatter | scattered
26686,compounds,scatterbrain | scatter | brain
15352,personalNouns,scattergood
24556,adjs,scattering
1786,nouns,scenario
5157,commonWords,scene
20843,word_clues,scene: commotion | play part | picture | part of a movie
1787,nouns,scenery
7334,commonWords,scenes
22591,word_clues,scenes: play parts | spectacles | parts of a play | movie divisions | script sections | movie clips
15353,personalNouns,sceneshifter
22592,word_clues,scenic: picturesque | great views | pleasant to look at | idyllic
20844,word_clues,scent: aroma | fragrance | smell | whiff
22593,word_clues,scents: aromas | perfumes | pleasant odors | smells
24557,adjs,sceptical
3700,commonWords,schedule
6041,commonWords,scheduled
27748,resume_action_words,scheduled
5248,commonWords,scheme
15354,personalNouns,schemer
24558,adjs,scheming
1788,nouns,schism
22594,word_clues,schism: split | division | rift | sharp divide | religious rift | big break | separation
325,strong_words,schnapps
15355,personalNouns,scholar
1789,nouns,scholarship
7341,commonWords,scholarship
2610,commonWords,school
22595,word_clues,school: group of fish | place for education | place for class
26687,compounds,schoolbook | school | book
1790,nouns,schoolboy
26688,compounds,schoolboy | school | boy
26689,compounds,schoolbus | school | bus
26690,compounds,schoolchild | school | child
26691,compounds,schoolgirl | school | girl
26692,compounds,schoolhouse | school | house
15356,personalNouns,schoolmaster
26693,compounds,schoolmaster | school | master
26694,compounds,schoolmate | school | mate
15357,personalNouns,schoolmistress
26695,compounds,schoolmistress | school | mistress
26696,compounds,schoolroom | school | room
3108,commonWords,schools
26697,compounds,schoolteacher | school | teacher
26698,compounds,schoolwork | school | work
1791,nouns,schooner
6426,commonWords,sci
2885,commonWords,science
4348,commonWords,sciences
4374,commonWords,scientific
15358,personalNouns,scientist
6613,commonWords,scientists
15359,personalNouns,sciolist
1792,nouns,scissors
15360,personalNouns,scoffer
811,infinitive_verbs,scold
15361,personalNouns,scold
8197,general_verbs,scold | scolded
20845,word_clues,scold: berate | reprimand | chide
15362,personalNouns,scolder
1793,nouns,scolding
22596,word_clues,sconce: candle holder | torch carrier | wall fixture | torch bearer
1794,nouns,scooter
5715,commonWords,scope
20846,word_clues,scope: extent | range | rifle attachment | range of view | aim improver
812,infinitive_verbs,scorch
7630,ergative_verbs,scorch
8198,general_verbs,scorch | scorched
22597,word_clues,scorch: burn | toast | burn superficially | burn with an iron | discolor by burning
3603,commonWords,score
20847,word_clues,score: large quantity | orchestral work | reach the end zone
15363,personalNouns,scorer
5754,commonWords,scores
22598,word_clues,scores: large quantity | orchestral works | reaches the end zone
15364,personalNouns,scorner
15365,personalNouns,scot
22599,word_clues,scotch: bar order | aged potable | single malt liquor
15366,personalNouns,scotchman
4969,commonWords,scotland
4418,commonWords,scott
6886,commonWords,scottish
15367,personalNouns,scoundrel
24559,adjs,scoundrel
15368,personalNouns,scourer
15369,personalNouns,scourger
1795,nouns,scouring
20848,word_clues,scout: reconnoiter | talent finder | do recon | check out
20849,word_clues,scowl: grimace | menacing look | glower | angry look | grumpy expression
15370,personalNouns,scrag
7631,ergative_verbs,scramble
15371,personalNouns,scrambler
20850,word_clues,scrap: throw out | cancel | junkyard metal | junk
26699,compounds,scrapbook | scrap | book
813,infinitive_verbs,scrape
8199,general_verbs,scrape | scraped
22600,word_clues,scrape: tough spot | skin abrasion | close shave | frequent knee injury
15372,personalNouns,scraper
22601,word_clues,scraps: discontinues | leftovers | odds and ends | discarded materials
814,infinitive_verbs,scratch
8200,general_verbs,scratch | scratched
24560,adjs,scratched
15373,personalNouns,scratcher
24561,adjs,scratchy
15374,personalNouns,scrawler
815,infinitive_verbs,scream
8201,general_verbs,scream | screamed
3494,commonWords,screen
22602,word_clues,screen: conceal | television feature | filter | bug barrier
7185,commonWords,screening
26700,compounds,screenplay | screen | play
816,infinitive_verbs,screw
8202,general_verbs,screw | screwed
20851,word_clues,screw: twist | carpentry fastener | alternative to a nail | bit of hardware
26701,compounds,screwball | screw | ball
26702,compounds,screwdriver | screw | driver
22603,word_clues,screws: twisty items | hardware store boxful | hardware fasteners
22604,word_clues,screwy: eccentric | cuckoo | nutso | absurdly impractical
817,infinitive_verbs,scribble
8203,general_verbs,scribble | scribbled
15375,personalNouns,scribbler
15376,personalNouns,scribe
22605,word_clues,scribe: writer | copier | manuscript copyist | journalist | penman
1796,nouns,scrimmage
4888,commonWords,script
22606,word_clues,script: actor's reading material | screenwriter's output | lines for a movie | plan
6544,commonWords,scripts
15377,personalNouns,scrivener
7632,ergative_verbs,scroll
22607,word_clues,scroll: ancient document | piece of parchment | move onscreen text
24562,adjs,scrolled
818,infinitive_verbs,scrub
15378,personalNouns,scrub
8204,general_verbs,scrub | scrubbed
20852,word_clues,scrub: cancel a mission | prepare for surgery | scour | clean | wash thoroughly
15379,personalNouns,scrubber
22608,word_clues,scruff: back of the neck | neck region | place to pick up a cat
1797,nouns,scrum
15380,personalNouns,scrutinizer
20853,word_clues,scuff: shoe mark | shoe blemish | shoe imperfection | take the shine off
15381,personalNouns,scull
15382,personalNouns,sculler
22609,word_clues,sculpt: make a bust | work with marble | shape stone | work with clay
15383,personalNouns,sculptor
8983,rhymelees_words,sculpts
19391,word_clues,scum: refuse | soap residue | surface muck | pond film
22610,word_clues,scurry: rush | hasten | scamper | flee quickly
22611,word_clues,scythe: grain cutter | reaper's tool | grass cutter
5241,commonWords,sd
4495,commonWords,se
3765,commonWords,sea
26703,compounds,seabed | sea | bed
26704,compounds,seabird | sea | bird
26705,compounds,seaboard | sea | board
26706,compounds,seabreeze | sea | breeze
26707,compounds,seachange | sea | change
26708,compounds,seacoast | sea | coast
15384,personalNouns,seafarer
26709,compounds,seafarer | sea | farer
26710,compounds,seafood | sea | food
26711,compounds,seagoing | sea | going
26712,compounds,seagrass | sea | grass
26713,compounds,seagull | sea | gull
26714,compounds,seahorse | sea | horse
819,infinitive_verbs,seal
6735,commonWords,seal
8205,general_verbs,seal | sealed
19392,word_clues,seal: close tightly | aquatic mammal | circus performer | beach lounger
7327,commonWords,sealed
15385,personalNouns,sealer
26715,compounds,sealion | sea | lion
20854,word_clues,seals: makes watertight | navy elite | closes tightly | aquatic mammals
19393,word_clues,seam: pants part | stitched line | tailor's concern | ore deposit
15386,personalNouns,seaman
26716,compounds,seaman | sea | man
20855,word_clues,seams: clothes lines | fashion lines | tailored lines | stitched lines
15387,personalNouns,seamster
15388,personalNouns,seamstress
6999,commonWords,sean
26717,compounds,seaplane | sea | plane
26718,compounds,seaport | sea | port
19394,word_clues,sear: scorch | burn | slightly char
820,infinitive_verbs,search
2486,commonWords,search
8206,general_verbs,search | searched
15389,personalNouns,searcher
3872,commonWords,searches
5594,commonWords,searching
8596,adverbs,searchingly
26719,compounds,searchlight | search | light
19395,word_clues,seas: oceans | salty bodies
26720,compounds,seashell | sea | shell
26721,compounds,seashore | sea | shore
26722,compounds,seasick | sea | sick
26723,compounds,seaside | sea | side
3505,commonWords,season
15390,personalNouns,seasoner
26724,compounds,seastar | sea | star
5185,commonWords,seat
19396,word_clues,seat: pants part | backside | where you sit
26725,compounds,seatbelt | seat | belt
24563,adjs,seated
1798,nouns,seating
6590,commonWords,seats
20856,word_clues,seats: chairs | theater reservations | theater capacity
4781,commonWords,seattle
26726,compounds,seawall | sea | wall
26727,compounds,seaway | sea | way
26728,compounds,seaweed | sea | weed
26729,compounds,seaworthy | sea | worthy
4420,commonWords,sec
15391,personalNouns,secessionist
2931,commonWords,second
15392,personalNouns,second
18489,units_of_time,second
24564,adjs,second-best
22612,word_clues,second: support | back up | brief time | silver award
5211,commonWords,secondary
15393,personalNouns,seconder
26730,compounds,secondhand | second | hand
4501,commonWords,seconds
5045,commonWords,secret
8984,rhymelees_words,secret
22613,word_clues,secret: concealed | hidden | classified | clandestine | confidential | under wraps
4232,commonWords,secretary
7241,commonWords,secrets
19397,word_clues,sect: breakaway group | splinter group | religious offshoot | religious group
2738,commonWords,section
4434,commonWords,sections
4130,commonWords,sector
22614,word_clues,sector: zone | circle part | precinct | combat zone | part of a circle | quadrant
15394,personalNouns,secularist
3745,commonWords,secure
22615,word_clues,secure: acquire | lock up | out of harm's way | make safe | tie down
15395,personalNouns,securer
5833,commonWords,securities
2744,commonWords,security
15396,personalNouns,sedan
20857,word_clues,sedan: family car | kind of car | roomy car
22616,word_clues,sedate: calm | tranquil | composed | reserved | tranquilize | collected | unperturbed | put under
8597,adverbs,sedately
1799,nouns,sediment
22617,word_clues,seduce: entice | win over | lead astray
15397,personalNouns,seducer
1800,nouns,seduction
15398,personalNouns,seductress
2509,commonWords,see
27911,interjections,see ya
534199,irregular_verbs,"see, saw, seen"
6458,commonWords,seed
19398,word_clues,seed: beginning | plant starter | tree starter
1801,nouns,seeder
15399,personalNouns,seeder
26731,compounds,seedpod | seed | pod
20858,word_clues,seeds: beginnings | gardening purchase | bird feed
15400,personalNouns,seedsman
20859,word_clues,seedy: run down | shabby | disreputable | squalid | threadbare | dilapidated
5401,commonWords,seeing
5616,commonWords,seek
534200,irregular_verbs,"seek, sought, sought"
19399,word_clues,seek: go after | look for | pursue | search for
15401,personalNouns,seeker
22618,word_clues,seeker: one on a quest | explorer | looking for something
5270,commonWords,seeking
4635,commonWords,seem
19400,word_clues,seem: appear | come across as | feel
